Scene no.,evaporation_and_natural_disperson,persistence,oil_amount_to_recover,E_ss,E_sl,E_sw,E_sb,E_ssC,E_slC,E_swC,E_sbC,E_ssI,E_slI,E_swI,E_sbI,water_temp,wind,air_temp,ice,oil_density,oil_viscosity,retaining_capacity,shoreline_length,distance_to_inhabitation,seawater,seasurface,residue_recovery,soot_pollution,displacement,sufficient_mixing_energy,MCR options,CDU options,ISB options
Scene 1617,0.887640449,0,0.781019721,0.5,0,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,0.078431373,0.471910112,0.098039216,0.131313131,0.448979592,0.526315789,0,0.404654373,0.621676892,0,0,1,0,1,0,10,-10,10
Scene 1618,0.393258427,1,0.281980061,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.549019608,0.876404494,0.764705882,0.858585859,0.591836735,0.052631579,1,0.422335403,0.370143149,0,0,0,1,1,0,10,-10,10
Scene 1619,0.247191011,1,0.147702843,0.5,0.5,1,1,0,0.5,0.5,1,0.5,0.5,0.5,0,0.509803922,0.426966292,0,0.121212121,0.530612245,0.105263158,1,0.517661076,0.374233129,0,0,0,1,0,0,-2,-10,8
Scene 1620,0.348314607,0,0.184666261,0.5,0.5,1,0.5,0.5,0,0,0.5,0.5,0.5,1,0.5,0.62745098,0.741573034,0.901960784,0.444444444,0.571428571,0.210526316,0,0.175879915,0.744376278,0,0,0,0,1,1,10,10,10
Scene 1621,0.719101124,1,0.122710809,0.5,0,0.5,0,1,0.5,0.5,0.5,0,0.5,0.5,1,0.705882353,0.775280899,0.156862745,0.898989899,0.591836735,0.631578947,1,0.67285475,0.662576687,0,0,0,0,1,1,-2,10,-2
Scene 1622,0.573033708,1,0.948413297,1,0.5,1,0,0,0.5,0,1,0.5,0.5,0.5,0.5,0.588235294,0.97752809,0.215686275,0.757575758,0.408163265,0.368421053,1,0.864659459,0.754601227,0,0,0,1,0,1,-2,-2,8
Scene 1623,0.393258427,0,0.938721954,0.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,0.509803922,0.539325843,0.352941176,0.393939394,0.448979592,1,0,0.817548269,0.030674847,0,0,1,1,1,1,10,10,10
Scene 1624,0.674157303,1,0.818107647,0,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0.431372549,0.988764045,0.62745098,0.939393939,0.183673469,0.526315789,1,0.528627047,0.149284254,0,0,1,0,0,1,-2,10,10
Scene 1625,0.247191011,0,0.671759511,0,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.5,0.803921569,0.292134831,0.078431373,0.414141414,0.367346939,1,0,0.035398278,0.137014315,0,0,1,1,0,1,10,10,8
Scene 1626,0.292134831,0,0.463975701,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,1,0.5,0.5,0.764705882,0.258426966,0.37254902,0.686868687,0.795918367,1,0,0.074076376,0.460122699,0,0,1,0,1,0,10,-10,10
Scene 1627,0.764044944,1,0.153990287,0.5,0,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.196078431,0.696629213,0.058823529,0.333333333,0.673469388,0.210526316,1,0.085356867,0.623721881,0,0,1,0,0,1,10,10,10
Scene 1628,0.707865169,0,0.213174256,0.5,1,1,0.5,0.5,0,1,1,0.5,0.5,1,0.5,0.843137255,0.168539326,0.37254902,0.202020202,0.693877551,0.368421053,0,0.750166401,0.390593047,0,0,0,0,1,1,-2,10,10
Scene 1629,0.853932584,0,0.357282739,0,1,1,0.5,0,0.5,0,0.5,1,0,1,0.5,0.901960784,0.921348315,0.843137255,0.949494949,0.163265306,0.789473684,0,0.292807347,0.73006135,0,0,1,1,1,0,-2,-10,10
Scene 1630,0.516853933,0,0.003247357,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.901960784,0.808988764,0.431372549,0.181818182,0.081632653,0.157894737,0,0.003486249,0.595092025,0,0,0,0,1,0,8,-10,10
Scene 1631,0.876404494,0,0.715256721,1,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0,1,0.68627451,0.101123596,0.745098039,0.878787879,0.142857143,0.684210526,0,0.431639528,0.834355828,0,0,0,1,0,1,-2,10,8
Scene 1632,0.247191011,1,0.431848191,0.5,0.5,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0.5,1,0.725490196,0.707865169,0.235294118,0.141414141,0.612244898,0.315789474,1,0.052643572,0.429447853,0,0,1,1,0,0,8,-10,8
Scene 1633,0.707865169,0,0.793873324,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.843137255,0,0.68627451,0.191919192,0.244897959,0.842105263,0,0.08436272,0.198364008,0,0,1,1,0,0,10,-10,8
Scene 1634,0.359550562,0,0.122845317,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.666666667,0.494382022,0.098039216,0.444444444,0.224489796,0.421052632,0,0.979407647,0.171779141,0,0,0,1,1,1,10,10,10
Scene 1635,0.359550562,0,0.965355347,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.274509804,0.786516854,0.568627451,0.313131313,0.632653061,0.315789474,0,0.496937338,0.873210634,0,0,0,0,0,1,10,10,10
Scene 1636,0.078651685,1,0.173291914,0.5,0,0.5,1,0.5,1,0,1,0.5,1,0,0.5,0.254901961,0.853932584,0.352941176,0.131313131,0.857142857,0.578947368,1,0.510797126,0.010224949,0,0,1,0,1,0,10,-10,10
Scene 1637,0,0,0.629558437,0.5,0,1,0.5,0.5,0,1,0.5,0.5,0.5,0.5,0.5,0.882352941,0.011235955,0.921568627,0.070707071,0.346938776,0.368421053,0,0.805040224,0.153374233,0,0,0,1,0,0,10,-10,8
Scene 1638,0.292134831,1,0.02818995,0.5,1,0.5,0.5,0.5,1,0.5,0,0.5,0,0.5,1,0.058823529,0.808988764,0.647058824,0.535353535,0.673469388,0.578947368,1,0.602299942,0.72597137,0,0,0,1,0,1,10,-10,8
Scene 1639,0.213483146,0,0.851688795,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.529411765,0.719101124,0.039215686,0.464646465,0.448979592,0.368421053,0,0.521277114,0.744376278,0,0,1,1,1,1,10,-10,10
Scene 1640,0.842696629,1,0.009469603,0.5,0.5,1,0,0.5,0.5,0.5,1,0.5,0.5,0,1,0.235294118,0.06741573,0.882352941,0.797979798,0.530612245,0.052631579,1,0.581649614,0.380368098,0,0,1,0,0,1,-2,10,10
Scene 1641,0.617977528,1,0.788489935,0.5,0,0.5,1,0,0,0.5,1,0,1,0.5,0,0.176470588,0.168539326,0.470588235,0.323232323,0.367346939,0.157894737,1,0.217253757,0.327198364,0,0,0,0,1,1,-2,-2,10
Scene 1642,0.561797753,0,0.948469053,0.5,0,0.5,1,0.5,0.5,0.5,1,0.5,0,0.5,1,0.392156863,0.337078652,0.156862745,0.444444444,0.06122449,0.947368421,0,0.423518057,0.1799591,0,0,1,0,1,0,10,-10,10
Scene 1643,0.449438202,0,0.064460139,0,0.5,0.5,0,0,0.5,1,0,0,0.5,0,0.5,0.274509804,0.550561798,0.588235294,0.303030303,0.693877551,0.842105263,0,0.471943787,0.267893661,0,0,1,1,0,0,10,-10,8
Scene 1644,0.179775281,1,0.165995576,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.901960784,0.02247191,0.058823529,0.949494949,0.755102041,0.631578947,1,0.853144084,0.605316973,0,0,1,1,0,0,10,-10,8
Scene 1645,0.853932584,0,0.053648805,0.5,1,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.784313725,0.584269663,0.31372549,0.818181818,0.612244898,0.526315789,0,0.44385526,0.582822086,0,0,1,0,1,0,-2,-10,10
Scene 1646,0.91011236,0,0.290565298,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.862745098,1,0.941176471,0.323232323,0.775510204,0.210526316,0,0.949181445,0.826175869,0,0,1,1,0,0,8,-10,8
Scene 1647,0.224719101,1,0.654127859,1,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0,0.294117647,0.303370787,0.745098039,0.707070707,0.367346939,0.157894737,1,0.821893323,0.425357873,0,0,0,1,0,0,10,-10,8
Scene 1648,0.056179775,1,0.656771992,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.960784314,0.820224719,0.196078431,0.101010101,0.918367347,1,1,0.144302495,0.991820041,0,0,1,1,0,1,10,-10,8
Scene 1649,0.056179775,0,0.662003371,0.5,0,0,1,0.5,1,0,0,0.5,1,1,0,0.901960784,0.606741573,0.666666667,0.343434343,0.224489796,0.631578947,0,0.613084161,0.206543967,0,0,0,0,0,1,10,-10,10
Scene 1650,0.550561798,0,0.430028592,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.666666667,0.280898876,0.803921569,0.666666667,0.571428571,0.842105263,0,0.328790002,0.740286299,0,0,0,1,1,1,10,10,10
Scene 1651,0.449438202,0,0.055133053,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.588235294,0.91011236,0.68627451,0.686868687,0.959183673,0.894736842,0,0.620939785,0.578732106,0,0,0,0,1,0,8,-10,10
Scene 1652,0.179775281,0,0.597555216,0,0.5,0.5,0.5,1,1,0,0.5,0,0,1,0.5,0.333333333,0.247191011,0.176470588,0.595959596,0.020408163,0.789473684,0,0.764110175,0.562372188,0,0,0,0,0,0,10,-10,-2
Scene 1653,0.471910112,1,0.018646982,0,0.5,0.5,0,1,0.5,0,1,1,0.5,0.5,0,0.039215686,0.426966292,0.058823529,0.919191919,0,0.789473684,1,0.470035934,0.085889571,1,0,1,0,0,0,10,-10,10
Scene 1654,0.719101124,0,0.575974444,0.5,0.5,0.5,0.5,0,0.5,0,0.5,1,0.5,1,0.5,0.882352941,0.797752809,0.62745098,0.232323232,0.693877551,0.210526316,0,0.539106219,0.474437628,0,0,0,1,0,1,2,-2,8
Scene 1655,0.382022472,1,0.43630577,1,0.5,0.5,0,0,1,0,1,1,0.5,1,0,0.470588235,0.651685393,0.647058824,0.676767677,0.306122449,0.105263158,1,0.471438788,0.81799591,0,0,0,0,1,1,10,8,10
Scene 1656,0.707865169,1,0.832822917,0,0.5,0.5,1,1,0.5,0.5,1,0,0.5,0.5,1,0.549019608,0.887640449,0.980392157,0.444444444,0.836734694,0.421052632,1,0.403384642,0.809815951,0,0,1,0,1,0,-2,-10,-2
Scene 1657,0.584269663,1,0.068030121,0,0,0.5,1,1,1,0.5,1,0,0,0.5,0.5,0.960784314,1,0.666666667,0.616161616,0.755102041,0.736842105,1,0.841313046,0.3599182,0,0,1,0,0,0,10,-10,-2
Scene 1658,0.123595506,0,0.705653909,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.235294118,0.719101124,0.37254902,0.282828283,0.612244898,0.105263158,0,0.671491081,0.337423313,0,0,1,0,1,1,10,10,10
Scene 1659,0.617977528,1,0.632711592,0.5,0,0.5,0,0.5,0,0.5,0,0.5,1,0.5,1,0.137254902,0.876404494,0.705882353,0.585858586,0.897959184,0.894736842,1,0.826389923,0.922290389,0,0,1,0,1,1,10,-10,10
Scene 1660,0.741573034,1,0.337565267,0,0.5,0,1,0,0.5,1,1,0,0.5,1,1,0.647058824,0.483146067,0.901960784,0.121212121,0.081632653,0.736842105,1,0.055417074,0.237218814,0,0,1,1,1,0,-2,-10,-2
Scene 1661,0.696629213,1,0.915326794,1,0.5,0.5,1,1,0.5,0.5,0.5,0,0.5,0.5,1,0.960784314,0.258426966,0.882352941,0.505050505,0.224489796,0,1,0.091498977,0.556237219,0,0,0,0,0,0,-2,-10,-2
Scene 1662,0.730337079,0,0.496482701,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.725490196,0.629213483,0.137254902,0.646464646,0.244897959,0.736842105,0,0.318750653,0.73006135,0,0,1,0,0,1,10,10,10
Scene 1663,0.528089888,0,0.276216176,0,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.470588235,0.112359551,0.176470588,0.757575758,0.857142857,1,0,0.615630145,0.785276074,0,0,0,0,1,0,-2,-10,10
Scene 1664,0.786516854,1,0.500164909,0,0.5,0.5,0,0,0.5,0.5,0,1,0.5,0,0.5,0.137254902,0.202247191,0.039215686,0.898989899,0.346938776,0.894736842,1,0.329419732,0.775051125,0,0,0,1,0,0,-2,-10,8
Scene 1665,0.033707865,1,0.965487642,0.5,1,0.5,0.5,0.5,0.5,0,1,0.5,0,0.5,0,0.823529412,0.078651685,0.235294118,0.333333333,0.326530612,0.894736842,1,0.338980127,0.862985685,0,0,1,1,1,0,10,-10,10
Scene 1666,0.134831461,0,0.231076963,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.941176471,0.651685393,0.274509804,0.939393939,0.795918367,1,0,0.863299195,0.676891616,0,0,1,0,0,0,10,-10,10
Scene 1667,0.853932584,1,0.990618328,0.5,0.5,0.5,0,1,1,0.5,1,0,0,0.5,0.5,0.823529412,0.348314607,0.137254902,0.383838384,0.816326531,0.526315789,1,0.122888201,0.944785276,0,0,0,1,0,1,8,10,8
Scene 1668,0.382022472,1,0.044935787,0.5,0.5,0.5,0,0.5,1,0.5,0,0.5,1,0.5,0,0.745098039,0.95505618,0.941176471,0.666666667,0.448979592,0.789473684,1,0.841699532,0.102249489,0,0,0,1,1,1,10,-10,10
Scene 1669,0.685393258,1,0.012677066,0.5,0.5,0,1,0.5,0.5,0.5,0,0.5,0.5,0,1,0.156862745,0.460674157,0.803921569,0.070707071,0.102040816,0.263157895,1,0.002339364,0.224948875,0,0,1,1,0,0,-2,-10,8
Scene 1670,0.471910112,1,0.221937747,1,0.5,0.5,1,1,0.5,0.5,0.5,1,0.5,1,1,0.431372549,0.808988764,0.843137255,0.696969697,0.469387755,0.631578947,1,0.957274266,0.758691207,0,0,0,1,0,1,-2,10,8
Scene 1671,0.595505618,1,0.583289007,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.62745098,0.820224719,0.62745098,0.323232323,0.673469388,0.421052632,1,0.202628898,0.742331288,0,0,1,0,1,0,10,-10,10
Scene 1672,0.775280899,0,0.020112135,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.019607843,0.629213483,0.745098039,0.080808081,0.448979592,0.473684211,0,0.936098018,0.916155419,0,0,0,1,1,0,8,-10,10
Scene 1673,0.943820225,1,0.939997369,0,0.5,1,0,0,0.5,1,0,0,0.5,0.5,0.5,0.294117647,0.471910112,0.843137255,0.242424242,0.040816327,0.631578947,1,0.644964569,0.45807771,0,0,0,0,0,0,-2,-10,10
Scene 1674,0.876404494,1,0.593219949,0.5,1,0.5,1,1,1,0.5,1,1,0,0.5,0,0.31372549,0.966292135,0.274509804,0.03030303,0.408163265,0.105263158,1,0.726285265,0.838445808,0,0,1,1,1,0,-2,-10,10
Scene 1675,0.595505618,0,0.826887809,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.941176471,0.471910112,0.745098039,0.888888889,0.714285714,0.210526316,0,0.664549586,0.337423313,0,0,1,1,0,0,10,-10,8
Scene 1676,0.539325843,0,0.130120355,0.5,0,0.5,0,0.5,0.5,0.5,1,0.5,0,0.5,0,0.803921569,0.561797753,0.784313725,0.727272727,0.040816327,0.105263158,0,0.198887039,0.476482618,0,0,0,0,1,0,10,-10,10
Scene 1677,0.921348315,1,0.794081215,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0.5,0.5,0,1,0.529411765,0.393258427,0.509803922,0.282828283,0.142857143,0.157894737,1,0.306684972,0.235173824,0,0,1,1,1,0,-2,-10,10
Scene 1678,0.550561798,0,0.74843163,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.741573034,0.941176471,0.707070707,0.571428571,0.736842105,0,0.470552721,0.296523517,0,0,0,1,1,0,2,-10,10
Scene 1679,0.134831461,0,0.146594837,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.450980392,0.752808989,0.921568627,0.343434343,0.591836735,0.315789474,0,0.637157134,0.852760736,0,0,1,0,1,1,10,10,10
Scene 1680,0.415730337,0,0.356015142,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0,0.5,0,0.882352941,0.08988764,0.529411765,0.777777778,0.653061224,1,0,0.791293548,0.554192229,0,0,1,0,0,0,10,-10,10
Scene 1681,0.325842697,0,0.635236176,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0.058823529,0.123595506,0.960784314,0.242424242,0.06122449,0.421052632,0,0.54028013,0.662576687,0,0,0,1,1,0,10,-10,10
Scene 1682,0.651685393,0,0.414011348,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.039215686,0.988764045,0.294117647,0.02020202,0.571428571,0.157894737,0,0.139388303,0.752556237,0,0,1,1,0,1,8,10,8
Scene 1683,0.853932584,1,0.727498893,0.5,1,0,0.5,0.5,0.5,0.5,0,0.5,0.5,1,0.5,0.784313725,0.539325843,0.039215686,0.595959596,0.163265306,0.105263158,1,0.844056121,0.484662577,0,0,1,0,0,1,10,-10,10
Scene 1684,0.719101124,0,0.95118828,0.5,0.5,0,1,0,0.5,1,0,0,0.5,1,0,0.901960784,0.325842697,0.058823529,0.797979798,0.387755102,0.578947368,0,0.381804458,0.370143149,0,0,0,0,0,0,10,-10,8
Scene 1685,0.640449438,1,0.552531126,0,0.5,0.5,0,0,0.5,0.5,0,1,0.5,0.5,1,0.352941176,0.449438202,0.333333333,0.575757576,0.387755102,0.263157895,1,0.662599202,0.785276074,0,0,0,1,0,1,-2,-10,8
Scene 1686,0.550561798,0,0.596724969,0,0.5,0,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0.882352941,0.505617978,0.882352941,0.090909091,0.836734694,0.526315789,0,0.019244091,0.008179959,0,0,0,1,0,1,-2,-2,8
Scene 1687,0.786516854,0,0.088172363,0.5,0.5,1,0.5,0,0.5,0,1,1,0.5,1,1,0.588235294,0.573033708,0.705882353,0.222222222,0.673469388,0.947368421,0,0.22919902,0.556237219,0,0,0,0,0,0,-2,-10,10
Scene 1688,0.483146067,0,0.863901707,0,0.5,1,0.5,0,0.5,1,0,1,0.5,0,0.5,0.019607843,0.887640449,0,0.313131313,0.530612245,0.842105263,0,0.979756813,0.770961145,0,0,0,1,0,0,-2,-10,8
Scene 1689,0.146067416,1,0.154217281,0.5,0.5,0,0,1,0.5,1,1,0,0.5,0.5,1,0.666666667,0.550561798,0.882352941,0.747474747,0.12244898,0.368421053,1,0.117797045,0.683026585,0,0,0,1,1,0,10,-10,-2
Scene 1690,0.303370787,1,0.67611305,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,1,1,0.666666667,0.606741573,0.078431373,0.595959596,0.775510204,0.947368421,1,0.857065761,0.605316973,0,0,1,0,0,1,8,10,10
Scene 1691,0.359550562,1,0.181182651,0,0.5,1,0,0.5,0.5,0,0,1,0.5,0,1,0.058823529,0.438202247,0.117647059,0.95959596,0.510204082,0,1,0.111462599,0.572597137,0,0,0,0,0,0,10,-10,10
Scene 1692,0.966292135,0,0.497479713,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.666666667,0.865168539,0.392156863,0.595959596,0.367346939,0.578947368,0,0.978828243,0.077709611,0,0,1,1,1,0,2,-10,10
Scene 1693,0.966292135,1,0.874382423,0,0,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0,0.941176471,0.359550562,0.784313725,0.97979798,0.673469388,0.315789474,1,0.871520957,0.061349693,0,0,1,1,1,1,10,-10,10
Scene 1694,0.97752809,1,0.754185406,0.5,0.5,0,1,0.5,0.5,1,0,0.5,0.5,0.5,0,0.901960784,0.123595506,0.411764706,0.03030303,0.693877551,0.157894737,1,0.582607668,0.488752556,0,0,1,0,0,0,10,-10,10
Scene 1695,0.280898876,0,0.365639239,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.235294118,0.97752809,0.921568627,0.717171717,0.204081633,0.421052632,0,0.28441922,0.527607362,0,0,0,1,1,0,8,-10,10
Scene 1696,0.337078652,0,0.575842652,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.666666667,0.95505618,0.882352941,0.767676768,0.12244898,0.368421053,0,0.995024484,0.521472393,0,0,0,0,0,1,10,10,10
Scene 1697,0.157303371,1,0.956617881,0,1,0.5,0.5,0.5,0,0.5,1,0.5,0,0.5,0,0.784313725,0.775280899,0.294117647,0.585858586,0.734693878,0.157894737,1,0.781679882,0.421267894,0,0,0,1,0,0,-2,-10,8
Scene 1698,0.662921348,1,0.164516225,0,0.5,0,0,0,1,0,0.5,1,1,0,1,0.705882353,0.651685393,0.176470588,0.909090909,0.795918367,0.526315789,1,0.373408054,0.977505112,0,0,0,1,0,0,10,-10,8
Scene 1699,0.056179775,0,0.516115409,0,0,0.5,0.5,1,1,0.5,0.5,0,0,0.5,0.5,0.294117647,0,0.470588235,0.575757576,0.591836735,0.421052632,0,0.648674368,0.237218814,0,0,0,0,1,0,10,-10,-2
Scene 1700,0.775280899,0,0.018615298,1,1,0.5,1,0,1,0.5,1,0.5,0,0.5,0.5,0.647058824,0.786516854,0.137254902,0.535353535,0.714285714,0.052631579,0,0.544333928,0.777096115,0,0,1,1,0,1,-2,-2,8
Scene 1701,0.573033708,1,0.579099157,0.5,0.5,0,1,0.5,0,0.5,0.5,0.5,1,0,0,0.843137255,0.449438202,0.156862745,0.494949495,0.306122449,0.526315789,1,0.487743393,0.993865031,0,0,0,0,1,0,-2,-10,10
Scene 1702,0.674157303,0,0.825952518,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.843137255,0.123595506,0.176470588,0.393939394,0.183673469,0.894736842,0,0.013178884,0.619631902,0,0,0,0,0,0,10,-10,10
Scene 1703,0.865168539,0,0.330738191,0,0,1,0.5,0.5,1,0,0.5,1,0.5,1,0.5,0.411764706,0.921348315,0.078431373,0.414141414,0.653061224,0.263157895,0,0.754999158,0.408997955,0,0,1,0,1,1,10,10,10
Scene 1704,0.235955056,0,0.838384875,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.705882353,0.011235955,0.666666667,0.02020202,0.530612245,0.736842105,0,0.326362454,0.343558282,0,0,0,0,0,0,2,-10,10
Scene 1705,0.95505618,0,0.982921574,0,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.5,0.725490196,0.359550562,0.294117647,0.03030303,0.224489796,0.894736842,0,0.625837614,0.72392638,0,0,0,0,1,0,10,-10,10
Scene 1706,0.707865169,1,0.923145294,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.156862745,0.157303371,0.352941176,0.939393939,0.306122449,1,1,0.743142129,0.290388548,0,0,1,1,0,0,8,-10,8
Scene 1707,0.820224719,0,0.041499017,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.411764706,0.898876404,0.490196078,0.919191919,0.081632653,0.105263158,0,0.230957614,0.672801636,0,0,1,0,1,1,-2,10,10
Scene 1708,0.325842697,1,0.64877825,1,0.5,0.5,1,1,0.5,0,0.5,1,0.5,1,1,0.117647059,0.775280899,0.37254902,0.444444444,0.693877551,0.947368421,1,0.444019367,0.474437628,0,0,1,0,0,0,10,-10,10
Scene 1709,0.573033708,0,0.889595038,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.862745098,0.988764045,0.62745098,0.494949495,0.93877551,0.052631579,0,0.678772127,0.852760736,0,0,1,0,0,1,-2,10,10
Scene 1710,0.02247191,0,0.586422698,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.529411765,0.02247191,1,0.191919192,0.12244898,0.210526316,0,0.694058367,0.049079755,0,0,0,0,1,1,2,10,10
Scene 1711,0.966292135,0,0.835990514,0.5,0,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.666666667,0.370786517,0.68627451,0.939393939,0.979591837,0.052631579,0,0.533392737,0.053169734,0,0,1,1,1,0,-2,-10,10
Scene 1712,0.280898876,1,0.171063972,0.5,0.5,0.5,0,1,0.5,0.5,0,1,0.5,0.5,0.5,0.68627451,0.820224719,0.647058824,0.757575758,0.734693878,0.894736842,1,0.778724033,0.936605317,0,0,0,1,0,0,10,-10,8
Scene 1713,0,1,0.31162339,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.5,0.5,1,0.5,0.509803922,0.842696629,0.803921569,0.585858586,0.530612245,0.368421053,1,0.878007327,0.867075665,0,0,1,1,1,1,10,-10,10
Scene 1714,0.865168539,1,0.872703155,0.5,0.5,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.196078431,0.640449438,0.901960784,0.02020202,0.857142857,0.526315789,1,0.022750786,0.619631902,0,0,0,0,0,0,10,-10,10
Scene 1715,0.662921348,0,0.216845821,0.5,0,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.431372549,0.97752809,0.37254902,0.080808081,0.673469388,0.263157895,0,0.241634007,0.627811861,0,0,0,0,1,1,-2,10,10
Scene 1716,0.730337079,0,0.229298522,1,0,0.5,0,0,1,0.5,0.5,1,0,0.5,0,0.019607843,0.382022472,0.921568627,0.505050505,0.959183673,0.578947368,0,0.309920844,0.625766871,0,0,1,1,1,1,-2,10,10
Scene 1717,0.247191011,1,0.885043528,0.5,0.5,0,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.470588235,0.730337079,0.039215686,0.393939394,0.408163265,0.263157895,1,0.715563008,0.286298569,0,0,1,1,0,1,10,10,8
Scene 1718,0.426966292,1,0.412227098,0.5,0.5,0,0.5,0.5,0.5,1,1,1,0.5,1,1,0.666666667,0.752808989,0.764705882,0.636363636,0.775510204,0.210526316,1,0.144613167,0.756646217,0,0,0,1,0,0,10,-10,8
Scene 1719,0.292134831,1,0.341014311,0.5,0,0,1,0.5,0.5,0.5,0.5,0.5,0,0.5,1,0.745098039,0.168539326,0.039215686,0.262626263,0.857142857,0.421052632,1,0.393107276,0.507157464,0,0,0,0,0,1,-2,10,10
Scene 1720,0.97752809,1,0.285406753,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.039215686,0.269662921,0.058823529,0.494949495,0.448979592,0.473684211,1,0.976298326,0.302658487,0,0,0,0,0,1,8,10,10
Scene 1721,0.134831461,0,0.038137201,0.5,1,1,0.5,0.5,1,0,0.5,0.5,1,0,1,0.31372549,0.235955056,0.921568627,0.828282828,0.346938776,0.894736842,0,0.379079042,0.754601227,0,0,0,1,0,1,10,10,8
Scene 1722,0.157303371,1,0.307743525,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0,0.607843137,0.011235955,0.705882353,0.050505051,0.510204082,0.263157895,1,0.97680441,0.850715746,0,0,1,1,0,1,8,10,8
Scene 1723,0.528089888,1,0.14705239,0,0,0.5,0,1,1,0.5,0.5,1,1,0.5,0,0.823529412,0.494382022,0.960784314,0.686868687,0.632653061,1,1,0.752732375,0.265848671,0,0,0,0,1,1,10,10,10
