Scene no.,oil_spill_size,evaporation_and_natural_disperson,persistence,oil_amount_to_recover,E_ss,E_sl,E_sw,E_sb,sufficient_mixing_energy,seasurface,seawater,Rtime_ss,Rtime_sw,E_ssC,E_slC,E_swC,E_sbC,soot_pollution,residue_recovery,displacement,E_ssI,E_slI,E_swI,E_sbI,water_temp,wind,air_temp,ice,oil_density,oil_viscosity,oil_amount_to_recover.1,displacement.1,retaining_capacity,shoreline_length,distance_to_inhabitation,mcr_DT_output,cdu_DT_output,isb_DT_output
Scene 1850,LARGE,14,1,0.240021661,-1,0,-1,-1,no,Large,Large,Short,Short,1,0,-1,1,NO soot pollution,yes,yes,0,0,0,0,-31,71,-48,64,16,10,0.240021661,yes,1,1.918720846,127,OK ,Not recommended ,OK 
Scene 1851,LARGE,81,1,0.794617951,0,0,-1,0,yes,Large,Large,Short,Short,0,-1,0,1,NO soot pollution,no,no,1,-1,0,-1,-35,80,-12,23,15,17,0.794617951,no,1,1.756097167,388,OK ,OK ,OK 
Scene 1852,MEDIUM,26,0,0.533991873,0,0,-1,0,no,Large,Large,Short,Short,0,-1,1,0,NO soot pollution,yes,yes,0,-1,-1,0,-10,86,-3,67,25,18,0.533991873,yes,0,3.329754134,395,OK ,Not recommended ,OK 
Scene 1853,MEDIUM,62,0,0.180151761,0,-1,1,0,yes,Large,Large,Short,Short,0,-1,-1,0,YES soot pollution,yes,yes,0,-1,-1,0,-2,21,-46,76,48,19,0.180151761,yes,0,3.128191629,212,Unknown,OK ,OK 
Scene 1854,SMALL,46,1,1.767554998,1,0,0,1,yes,Large,Large,Short,Short,0,0,0,0,YES soot pollution,yes,no,-1,0,0,1,-19,34,-44,98,48,14,1.767554998,no,1,3.823486963,123,Unknown,OK ,Consider 
Scene 1855,LARGE,92,0,1.26376605,-1,0,1,0,yes,Large,Large,Short,Short,-1,0,-1,0,NO soot pollution,no,yes,1,0,1,0,-20,72,-49,13,21,6,1.26376605,yes,0,2.027641967,355,OK ,Unknown,OK 
Scene 1856,MEDIUM,37,0,1.180070281,0,-1,0,0,yes,Large,Large,Short,Short,0,1,1,0,NO soot pollution,yes,yes,0,1,0,0,-10,31,-44,36,17,20,1.180070281,yes,0,4.746417992,336,OK ,OK ,OK 
Scene 1857,LARGE,92,1,0.992172003,0,-1,0,0,no,Large,Large,Short,Short,0,-1,0,1,NO soot pollution,yes,yes,0,-1,0,0,-47,43,-39,8,24,19,0.992172003,yes,1,1.393361414,388,OK ,Not recommended ,OK 
Scene 1858,MEDIUM,72,1,0.50608927,0,0,0,1,yes,Large,Large,Short,Short,0,0,0,1,YES soot pollution,no,yes,0,0,0,0,-12,82,-17,52,49,7,0.50608927,yes,1,3.574123506,416,Consider ,OK ,OK 
Scene 1859,MEDIUM,58,0,0.561204135,-1,0,0,0,yes,Large,Large,Short,Short,1,0,0,0,YES soot pollution,no,no,0,0,0,0,-7,62,-45,95,15,2,0.561204135,no,0,2.790814856,334,Unknown,OK ,Consider 
Scene 1860,MEDIUM,98,1,1.375399709,0,1,0,1,no,Large,Large,Short,Short,0,0,0,-1,NO soot pollution,yes,no,0,1,0,0,-13,70,-16,49,34,17,1.375399709,no,1,2.004721446,156,Unknown,Not recommended ,OK 
Scene 1861,MEDIUM,62,1,0.98103559,-1,0,0,-1,yes,Large,Large,Short,Short,1,0,0,0,YES soot pollution,yes,yes,0,0,0,-1,-16,79,-25,33,18,7,0.98103559,yes,1,1.533789651,37,Unknown,OK ,OK 
Scene 1862,LARGE,26,0,0.891900063,0,0,0,-1,yes,Large,Large,Short,Short,0,0,0,1,YES soot pollution,yes,no,0,0,0,-1,-39,37,-49,20,43,15,0.891900063,no,0,3.558692733,159,OK ,OK ,Consider 
Scene 1863,MEDIUM,68,1,1.633129239,-1,-1,-1,-1,yes,Large,Large,Short,Short,-1,-1,-1,1,NO soot pollution,no,yes,-1,-1,1,1,-9,74,-2,31,28,4,1.633129239,yes,1,4.267575242,139,Unknown,Unknown,Unknown
Scene 1864,LARGE,13,1,1.468357563,0,0,-1,-1,yes,Large,Large,Short,Short,0,0,-1,1,NO soot pollution,yes,yes,0,0,1,0,-34,14,-45,0,26,2,1.468357563,yes,1,4.289908627,285,OK ,Not recommended ,OK 
Scene 1865,SMALL,82,1,0.920969069,0,0,0,-1,no,Large,Large,Short,Short,-1,0,0,-1,NO soot pollution,no,yes,-1,0,0,1,-11,12,-35,87,8,16,0.920969069,yes,1,4.574117953,247,Consider ,Not recommended ,Unknown
Scene 1866,MEDIUM,22,0,0.804476678,-1,-1,0,0,yes,Large,Large,Short,Short,0,-1,0,0,YES soot pollution,yes,yes,0,1,0,0,-45,16,-19,46,9,8,0.804476678,yes,0,3.163509699,250,OK ,OK ,OK 
Scene 1867,MEDIUM,57,0,1.325460911,0,-1,0,-1,yes,Large,Large,Short,Short,1,1,0,-1,YES soot pollution,yes,yes,1,-1,0,0,-15,56,-39,34,9,13,1.325460911,yes,0,3.146696614,357,Unknown,Not recommended ,OK 
Scene 1868,LARGE,69,0,1.372632027,0,0,0,0,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,yes,no,0,0,0,0,-32,75,-20,27,3,11,1.372632027,no,0,3.769191747,499,OK ,Not recommended ,OK 
Scene 1869,SMALL,15,0,1.862418652,0,0,0,0,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,no,0,0,0,0,-33,48,-18,91,11,3,1.862418652,no,0,2.686861224,24,Go to next season ,Not recommended ,OK 
Scene 1870,LARGE,69,0,0.831768692,-1,0,0,0,yes,Large,Large,Short,Short,-1,0,0,0,YES soot pollution,no,yes,-1,0,0,0,-10,72,-23,53,6,15,0.831768692,yes,0,2.93071008,422,OK ,OK ,OK 
Scene 1871,MEDIUM,66,0,0.593084455,0,1,0,-1,no,Large,Small,Short,Short,1,-1,-1,1,YES soot pollution,no,no,1,1,0,1,-4,11,-44,67,0,5,0.593084455,no,0,3.231681319,236,Unknown,Not recommended ,Consider 
Scene 1872,LARGE,19,1,0.971928418,0,0,0,-1,no,Large,Large,Short,Short,0,0,0,-1,NO soot pollution,yes,no,0,0,0,0,-26,71,-38,14,31,3,0.971928418,no,1,3.356573552,240,OK ,Not recommended ,OK 
Scene 1873,LARGE,90,0,1.49627924,0,1,1,0,no,Large,Large,Short,Short,1,1,-1,0,YES soot pollution,yes,yes,0,0,1,0,-34,70,-6,60,6,19,1.49627924,yes,0,2.324063513,154,OK ,Not recommended ,OK 
Scene 1874,SMALL,33,0,1.552478909,-1,0,0,0,no,Large,Large,Short,Short,1,0,0,0,NO soot pollution,no,no,0,0,0,0,-45,75,-5,29,35,13,1.552478909,no,0,1.04753105,479,Unknown,Not recommended ,OK 
Scene 1875,SMALL,76,1,0.888482332,0,0,0,1,yes,Large,Large,Short,Short,-1,0,0,1,YES soot pollution,no,no,0,0,0,1,-2,74,-43,66,27,10,0.888482332,no,1,2.075474542,458,Consider ,Unknown,Consider 
Scene 1876,SMALL,57,0,1.432389021,0,1,1,0,yes,Large,Large,Short,Short,0,1,0,0,YES soot pollution,no,yes,0,-1,1,0,-43,35,-29,52,36,6,1.432389021,yes,0,4.982822381,248,Unknown,OK ,OK 
Scene 1877,SMALL,88,1,0.825505018,-1,1,0,1,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,no,1,1,0,1,-49,27,-7,40,4,11,0.825505018,no,1,1.673780815,27,Unknown,Not recommended ,OK 
Scene 1878,MEDIUM,78,0,1.286615372,1,0,0,0,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,no,1,0,0,0,-29,63,0,82,20,12,1.286615372,no,0,3.280172795,288,Unknown,Not recommended ,OK 
Scene 1879,MEDIUM,63,1,0.46026513,0,0,0,0,no,Large,Large,Short,Short,0,0,0,-1,NO soot pollution,no,no,0,0,0,-1,-16,17,-48,96,8,18,0.46026513,no,1,3.909652003,257,Consider ,Not recommended ,OK 
Scene 1880,LARGE,40,0,1.03727746,1,0,0,0,no,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,no,1,0,0,0,-29,73,-32,94,37,10,1.03727746,no,0,2.7818139,33,OK ,Not recommended ,OK 
Scene 1881,MEDIUM,48,0,0.932027638,-1,0,0,1,yes,Large,Large,Short,Short,-1,0,0,0,YES soot pollution,yes,no,0,0,0,-1,-32,70,-33,63,36,13,0.932027638,no,0,2.401445651,46,OK ,OK ,Consider 
Scene 1882,SMALL,70,0,0.744382918,-1,1,1,0,no,Large,Large,Short,Short,1,-1,-1,0,YES soot pollution,no,yes,0,1,1,0,-4,57,-14,88,29,10,0.744382918,yes,0,2.715975363,61,Unknown,Not recommended ,OK 
Scene 1883,LARGE,47,0,0.617178082,0,0,0,-1,yes,Large,Large,Short,Short,1,0,0,-1,YES soot pollution,no,no,-1,0,0,1,-22,44,-46,75,22,17,0.617178082,no,0,2.585249303,131,OK ,Not recommended ,Consider 
Scene 1884,MEDIUM,12,1,1.907011867,0,0,0,1,no,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,no,no,0,0,0,0,-19,28,-25,29,44,16,1.907011867,no,1,4.957820644,280,OK ,Not recommended ,Consider 
Scene 1885,SMALL,90,0,0.729247212,0,0,0,0,yes,Large,Large,Short,Short,0,0,-1,0,NO soot pollution,no,no,0,-1,1,0,-7,65,-10,40,11,20,0.729247212,no,0,4.959137522,368,Consider ,Not recommended ,OK 
Scene 1886,MEDIUM,17,0,1.47536242,0,-1,-1,0,yes,Large,Large,Short,Short,0,0,-1,1,NO soot pollution,yes,yes,0,-1,1,-1,-20,84,-13,94,12,18,1.47536242,yes,0,4.547994681,472,OK ,Not recommended ,OK 
Scene 1887,MEDIUM,29,1,0.791214466,0,-1,0,0,yes,Large,Large,Short,Short,0,-1,0,-1,NO soot pollution,no,no,0,0,0,1,-3,96,-6,86,17,20,0.791214466,no,1,4.90420775,291,OK ,Not recommended ,OK 
Scene 1888,MEDIUM,58,1,1.561189771,0,1,0,1,no,Large,Large,Short,Short,1,-1,-1,0,NO soot pollution,no,no,1,-1,0,1,-34,26,-42,44,40,2,1.561189771,no,1,1.461330034,40,Unknown,Not recommended ,OK 
Scene 1889,LARGE,56,0,0.160732388,0,0,0,0,no,Large,Large,Short,Short,0,1,0,0,YES soot pollution,yes,no,0,0,0,0,-41,30,-7,7,25,5,0.160732388,no,0,2.577845328,42,OK ,Not recommended ,Consider 
Scene 1890,MEDIUM,87,1,1.443890452,0,-1,0,1,yes,Large,Large,Short,Short,0,0,0,1,NO soot pollution,no,no,0,1,0,0,-12,66,-7,99,34,18,1.443890452,no,1,4.566714325,386,Unknown,OK ,OK 
Scene 1891,SMALL,97,1,1.099619627,0,0,0,0,yes,Large,Large,Short,Short,0,0,0,0,YES soot pollution,yes,yes,0,0,0,1,-38,35,-31,45,34,21,1.099619627,yes,1,3.911817202,396,Consider ,OK ,OK 
Scene 1892,SMALL,84,1,0.589820027,0,0,0,1,yes,Large,Large,Short,Short,-1,0,0,1,NO soot pollution,yes,no,0,0,0,1,-3,45,0,47,47,5,0.589820027,no,1,2.958575519,296,Consider ,Unknown,OK 
Scene 1893,SMALL,27,1,1.008676648,0,0,0,-1,yes,Large,Large,Short,Short,0,0,0,1,YES soot pollution,yes,yes,0,0,0,0,-29,83,-1,47,5,17,1.008676648,yes,1,2.488958272,351,Consider ,OK ,OK 
Scene 1894,MEDIUM,29,1,1.776352167,1,0,0,-1,no,Large,Large,Short,Short,1,0,0,-1,YES soot pollution,yes,no,1,0,1,1,-47,80,-12,53,24,16,1.776352167,no,1,4.275131657,221,OK ,Not recommended ,Consider 
Scene 1895,SMALL,58,1,1.1711483,0,-1,0,-1,yes,Large,Large,Short,Short,0,1,0,1,NO soot pollution,no,yes,0,0,0,-1,-38,39,-43,68,22,3,1.1711483,yes,1,4.513613971,193,Unknown,OK ,OK 
Scene 1896,SMALL,20,1,0.867430627,0,1,0,0,no,Large,Large,Short,Short,0,-1,0,1,NO soot pollution,no,no,0,-1,0,1,-32,42,-16,29,12,2,0.867430627,no,1,3.60714591,211,Unknown,Not recommended ,OK 
Scene 1897,MEDIUM,36,1,0.369888395,0,1,0,0,yes,Large,Large,Short,Short,0,1,1,1,YES soot pollution,yes,no,0,-1,-1,1,-1,38,-40,1,7,4,0.369888395,no,1,2.844881588,94,OK ,OK ,Consider 
Scene 1898,MEDIUM,13,1,0.870841444,-1,0,0,1,yes,Large,Large,Short,Short,-1,0,-1,-1,NO soot pollution,yes,yes,0,0,1,0,-1,77,-39,88,26,6,0.870841444,yes,1,1.479726852,409,OK ,Not recommended ,OK 
Scene 1899,MEDIUM,34,1,0.463344812,1,1,0,1,no,Large,Large,Short,Short,-1,-1,0,-1,NO soot pollution,yes,no,-1,1,0,0,-36,39,-27,87,13,2,0.463344812,no,1,4.28573382,474,OK ,Not recommended ,OK 
Scene 1900,SMALL,61,0,0.832611859,-1,1,0,1,no,Large,Large,Short,Short,0,1,0,-1,NO soot pollution,yes,yes,0,0,0,-1,-46,60,-41,21,6,16,0.832611859,yes,0,4.817892852,422,Unknown,Not recommended ,OK 
Scene 1901,MEDIUM,82,0,1.612251282,1,0,1,1,yes,Large,Large,Short,Short,-1,0,0,1,YES soot pollution,no,yes,0,0,-1,1,-45,57,-18,44,17,3,1.612251282,yes,0,4.465151182,368,Unknown,Unknown,OK 
Scene 1902,MEDIUM,47,0,1.431783557,0,0,1,0,yes,Large,Large,Short,Short,0,0,1,0,YES soot pollution,yes,yes,0,0,0,0,1,98,-14,11,1,3,1.431783557,yes,0,2.689634457,268,OK ,OK ,OK 
Scene 1903,LARGE,62,1,1.576295733,0,0,0,-1,no,Large,Large,Short,Short,-1,0,0,0,YES soot pollution,yes,no,-1,0,0,-1,-24,72,-31,43,34,8,1.576295733,no,1,1.905463432,410,OK ,Not recommended ,Consider 
Scene 1904,LARGE,72,0,1.202134848,0,0,1,0,no,Large,Large,Short,Short,0,0,-1,0,YES soot pollution,no,no,0,0,1,0,-8,99,-21,8,40,5,1.202134848,no,0,3.259754737,186,OK ,Not recommended ,Consider 
Scene 1905,SMALL,45,1,1.765262723,1,0,0,0,yes,Large,Large,Short,Short,1,0,1,1,NO soot pollution,yes,yes,1,0,-1,0,-4,73,-25,29,17,14,1.765262723,yes,1,3.113888993,217,Unknown,OK ,OK 
Scene 1906,MEDIUM,98,0,1.481569886,0,0,0,0,no,Large,Large,Short,Short,-1,0,0,0,NO soot pollution,no,no,-1,0,0,0,-25,72,-16,3,41,9,1.481569886,no,0,3.032970503,316,Go to next season ,Not recommended ,OK 
Scene 1907,SMALL,48,1,0.595850646,0,0,0,1,yes,Large,Large,Short,Short,0,0,0,-1,NO soot pollution,no,yes,0,0,0,1,-10,25,-44,25,45,18,0.595850646,yes,1,2.560541694,437,Consider ,Not recommended ,OK 
Scene 1908,SMALL,26,1,0.934423327,0,-1,0,0,no,Large,Large,Short,Short,1,0,0,-1,YES soot pollution,yes,yes,0,1,0,1,-47,82,-28,55,18,15,0.934423327,yes,1,4.763409531,115,Unknown,Not recommended ,OK 
Scene 1909,SMALL,83,1,1.258227468,0,-1,0,-1,no,Large,Large,Short,Short,0,1,0,0,YES soot pollution,no,yes,0,1,0,0,-3,51,-29,55,8,16,1.258227468,yes,1,3.939903113,175,Unknown,Not recommended ,OK 
Scene 1910,SMALL,29,0,0.924690843,1,0,0,0,yes,Large,Large,Short,Short,1,0,0,0,NO soot pollution,no,no,-1,1,0,0,-7,63,-3,48,6,7,0.924690843,no,0,2.712080016,20,Unknown,OK ,OK 
Scene 1911,MEDIUM,78,1,0.333226174,0,0,1,1,no,Large,Large,Short,Short,0,-1,-1,-1,NO soot pollution,yes,no,0,1,0,0,-35,20,-2,86,2,6,0.333226174,no,1,1.887773628,327,Unknown,Not recommended ,OK 
Scene 1912,SMALL,63,1,0.614098668,-1,1,0,0,no,Large,Large,Short,Short,1,-1,-1,1,YES soot pollution,no,no,-1,-1,0,1,0,45,-11,4,35,2,0.614098668,no,1,2.521283316,28,Unknown,Not recommended ,Consider 
Scene 1913,SMALL,36,1,0.80432868,-1,0,-1,-1,no,Large,Large,Short,Short,0,0,-1,-1,YES soot pollution,yes,yes,-1,0,0,-1,-3,24,-18,66,44,3,0.80432868,yes,1,1.269241453,337,Unknown,Not recommended ,OK 
Scene 1914,LARGE,18,1,1.092390537,-1,0,-1,-1,no,Large,Large,Short,Short,-1,-1,0,1,YES soot pollution,yes,no,1,-1,0,-1,-29,28,-6,88,37,10,1.092390537,no,1,1.787728436,486,OK ,Not recommended ,Consider 
Scene 1915,MEDIUM,23,1,1.796718717,0,-1,0,0,yes,Large,Large,Short,Short,0,0,0,1,NO soot pollution,yes,no,0,0,0,1,-18,27,-25,28,20,4,1.796718717,no,1,3.887303513,338,OK ,OK ,OK 
Scene 1916,LARGE,15,1,0.813960254,0,0,0,-1,yes,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,no,yes,1,0,0,1,-6,80,-30,55,19,2,0.813960254,yes,1,4.337049657,409,OK ,Not recommended ,OK 
Scene 1917,LARGE,52,1,0.3096053,-1,0,-1,1,no,Large,Large,Short,Short,1,-1,1,-1,NO soot pollution,no,yes,1,-1,-1,1,-15,19,-44,55,5,16,0.3096053,yes,1,1.313927635,30,OK ,Not recommended ,OK 
Scene 1918,SMALL,57,0,1.782196283,0,0,0,1,yes,Large,Large,Short,Short,0,0,1,1,NO soot pollution,no,yes,0,0,-1,1,-46,30,-3,48,42,20,1.782196283,yes,0,1.94630111,375,Go to next season ,OK ,OK 
Scene 1919,MEDIUM,91,0,0.419222325,0,1,-1,0,yes,Large,Large,Short,Short,0,1,0,0,YES soot pollution,yes,no,0,0,1,0,-12,18,-24,26,13,4,0.419222325,no,0,4.775497309,186,Unknown,OK ,Consider 
Scene 1920,LARGE,83,1,1.921828628,0,0,-1,1,no,Large,Large,Short,Short,1,0,0,0,NO soot pollution,yes,no,-1,0,-1,0,-1,12,-38,28,47,13,1.921828628,no,1,1.440437895,206,OK ,Not recommended ,OK 
Scene 1921,MEDIUM,16,0,0.255390167,-1,0,0,0,no,Large,Large,Short,Short,1,0,-1,1,YES soot pollution,yes,no,1,-1,1,0,-16,11,-25,11,36,9,0.255390167,no,0,4.984716315,25,OK ,Not recommended ,Consider 
Scene 1922,MEDIUM,89,1,0.953651011,0,1,-1,1,yes,Large,Large,Short,Short,0,1,0,1,NO soot pollution,no,no,0,0,1,0,-17,51,-34,2,31,5,0.953651011,no,1,4.710560119,357,Unknown,OK ,OK 
Scene 1923,SMALL,60,1,1.797982335,0,-1,0,0,no,Large,Large,Short,Short,1,0,0,0,NO soot pollution,no,no,1,1,0,-1,-14,36,-21,84,33,19,1.797982335,no,1,1.174606187,340,Unknown,Not recommended ,OK 
Scene 1924,LARGE,54,0,0.798349917,0,0,1,-1,yes,Large,Large,Short,Short,-1,1,0,-1,NO soot pollution,no,yes,-1,-1,1,-1,-11,37,-24,49,41,7,0.798349917,yes,0,3.011408945,36,OK ,Not recommended ,Unknown
Scene 1925,SMALL,85,0,1.942169666,0,-1,0,1,no,Large,Large,Short,Short,0,-1,0,0,YES soot pollution,yes,no,0,-1,0,1,-23,30,-50,93,1,10,1.942169666,no,0,4.018245863,485,Unknown,Not recommended ,Consider 
Scene 1926,LARGE,90,0,1.289596438,-1,0,1,1,yes,Large,Large,Short,Short,1,0,-1,0,NO soot pollution,yes,yes,1,0,-1,0,-5,39,-10,33,16,10,1.289596438,yes,0,3.474931545,30,OK ,OK ,OK 
Scene 1927,LARGE,53,1,0.53069061,0,0,0,1,yes,Large,Large,Short,Short,-1,0,-1,-1,NO soot pollution,no,yes,1,0,1,1,-9,53,-1,88,7,20,0.53069061,yes,1,3.665378866,361,OK ,Not recommended ,OK 
Scene 1928,MEDIUM,67,0,0.749007404,0,0,0,0,no,Large,Large,Short,Short,0,1,0,0,NO soot pollution,yes,yes,0,1,0,0,-40,52,-9,98,29,4,0.749007404,yes,0,2.313932502,297,Consider ,Not recommended ,OK 
Scene 1929,SMALL,88,0,1.20612216,0,0,0,1,yes,Large,Large,Short,Short,0,0,0,-1,NO soot pollution,no,no,0,0,0,-1,-7,77,-40,71,46,8,1.20612216,no,0,1.981878784,199,Go to next season ,Not recommended ,OK 
Scene 1930,LARGE,72,1,1.352864981,-1,0,0,0,yes,Large,Large,Short,Short,-1,0,1,0,YES soot pollution,yes,no,1,0,0,0,-6,34,-40,24,3,17,1.352864981,no,1,2.265496914,273,OK ,Unknown,Consider 
Scene 1931,MEDIUM,50,1,0.456819296,0,-1,0,1,no,Large,Large,Short,Short,0,1,0,0,YES soot pollution,no,yes,0,1,0,0,-16,29,-16,35,27,14,0.456819296,yes,1,3.719909488,125,OK ,Not recommended ,OK 
Scene 1932,LARGE,14,1,1.232621193,-1,0,0,0,no,Large,Large,Short,Short,-1,0,0,1,YES soot pollution,yes,yes,1,0,0,0,-7,53,-20,98,21,13,1.232621193,yes,1,3.900812765,407,OK ,Not recommended ,OK 
Scene 1933,SMALL,46,0,1.776303291,0,1,-1,1,no,Large,Small,Short,Short,0,-1,0,1,NO soot pollution,yes,no,0,-1,0,-1,-45,48,-43,7,0,14,1.776303291,no,0,4.742788565,266,Unknown,Not recommended ,OK 
Scene 1934,SMALL,43,0,1.054010272,-1,-1,0,0,no,Large,Small,Short,Short,0,1,0,0,NO soot pollution,no,no,-1,-1,0,0,-22,34,-41,78,0,20,1.054010272,no,0,1.257228316,247,Unknown,Not recommended ,Unknown
Scene 1935,MEDIUM,33,1,1.624429822,-1,0,1,1,no,Large,Large,Short,Short,-1,1,1,1,YES soot pollution,no,yes,0,-1,0,0,-10,30,-8,4,8,9,1.624429822,yes,1,1.823052499,312,OK ,Not recommended ,OK 
Scene 1936,SMALL,19,0,0.465404153,1,1,-1,-1,yes,Large,Large,Short,Short,-1,-1,0,1,YES soot pollution,yes,yes,0,1,1,0,-4,61,-34,10,36,7,0.465404153,yes,0,2.411862687,414,Unknown,Unknown,OK 
Scene 1937,LARGE,50,0,0.455997616,0,0,-1,1,no,Large,Large,Short,Short,0,0,-1,0,YES soot pollution,yes,no,0,0,0,0,-40,68,-48,6,20,20,0.455997616,no,0,1.800423737,215,OK ,Not recommended ,Consider 
Scene 1938,MEDIUM,86,1,0.654577494,-1,0,0,0,no,Large,Large,Short,Short,1,0,-1,0,YES soot pollution,no,no,-1,0,0,1,-40,48,-47,34,26,16,0.654577494,no,1,3.541605553,295,Unknown,Not recommended ,Consider 
Scene 1939,LARGE,47,0,1.567846179,0,0,1,0,yes,Large,Large,Short,Short,1,0,1,0,YES soot pollution,yes,yes,-1,0,-1,0,-12,11,-1,61,26,7,1.567846179,yes,0,4.489618553,337,OK ,OK ,OK 
Scene 1940,SMALL,39,1,1.437171102,0,0,-1,-1,yes,Large,Large,Short,Short,0,0,1,0,NO soot pollution,yes,yes,1,0,1,-1,-1,90,-27,35,28,14,1.437171102,yes,1,2.014415208,291,Unknown,OK ,OK 
Scene 1941,SMALL,29,0,1.445611358,0,-1,-1,0,yes,Large,Large,Short,Short,0,-1,0,0,NO soot pollution,yes,yes,0,0,-1,0,-46,65,-33,71,35,4,1.445611358,yes,0,3.742952701,63,Unknown,OK ,OK 
Scene 1942,SMALL,34,1,0.987213075,1,-1,0,1,no,Large,Large,Short,Short,1,0,-1,1,NO soot pollution,yes,yes,0,-1,1,0,-29,79,-4,72,19,17,0.987213075,yes,1,1.126903118,160,Unknown,Not recommended ,OK 
Scene 1943,MEDIUM,41,0,1.120391965,0,0,0,0,yes,Large,Large,Short,Short,1,0,0,-1,NO soot pollution,no,no,1,0,0,0,-8,25,-47,5,15,18,1.120391965,no,0,4.072993672,93,OK ,Not recommended ,OK 
Scene 1944,LARGE,93,0,1.720894933,0,0,0,0,no,Large,Large,Short,Short,0,0,0,-1,YES soot pollution,yes,yes,0,0,0,1,-45,41,-39,88,15,9,1.720894933,yes,0,4.076953866,292,OK ,Not recommended ,OK 
Scene 1945,SMALL,40,0,0.31802693,1,0,1,0,no,Large,Large,Short,Short,0,0,-1,0,NO soot pollution,yes,no,-1,0,1,0,-34,43,-45,50,13,16,0.31802693,no,0,3.182450764,165,Unknown,Not recommended ,Unknown
Scene 1946,SMALL,29,0,0.602178812,0,-1,-1,0,no,Large,Large,Short,Short,0,-1,-1,0,YES soot pollution,yes,yes,0,0,1,0,-5,38,-43,12,23,19,0.602178812,yes,0,2.030184946,265,Unknown,Not recommended ,OK 
Scene 1947,LARGE,69,0,1.596510172,-1,1,0,0,no,Large,Large,Short,Short,-1,1,0,0,NO soot pollution,no,no,0,-1,0,0,-13,16,-45,60,27,12,1.596510172,no,0,2.580780161,333,OK ,Not recommended ,OK 
Scene 1948,MEDIUM,56,1,1.766047955,0,0,-1,0,yes,Large,Large,Short,Short,0,0,0,1,YES soot pollution,no,yes,0,0,1,-1,-22,39,-21,38,2,19,1.766047955,yes,1,2.671799166,112,Unknown,OK ,OK 
Scene 1949,LARGE,94,0,0.789087057,1,0,0,0,no,Large,Large,Short,Short,-1,0,0,0,YES soot pollution,yes,no,0,0,1,0,-1,11,1,8,45,19,0.789087057,no,0,3.350301006,260,OK ,Not recommended ,Consider 
Scene 1950,MEDIUM,74,1,0.396709561,0,0,0,-1,yes,Large,Large,Short,Short,0,1,0,1,YES soot pollution,yes,no,0,-1,0,-1,-19,97,-39,96,48,13,0.396709561,no,1,3.489116142,456,Consider ,OK ,Consider 
Scene 1951,MEDIUM,84,1,0.368517309,-1,0,0,1,no,Large,Large,Short,Short,1,0,0,0,NO soot pollution,yes,no,1,0,0,0,-23,17,-39,1,31,10,0.368517309,no,1,4.341824737,116,Unknown,Not recommended ,OK 
Scene 1952,SMALL,66,0,0.614704549,-1,0,0,0,no,Large,Large,Short,Short,-1,0,-1,0,NO soot pollution,no,yes,0,0,0,0,-43,11,-3,8,20,15,0.614704549,yes,0,2.956019539,49,Unknown,Not recommended ,OK 
Scene 1953,SMALL,21,1,0.260288,1,0,0,-1,no,Large,Large,Short,Short,1,0,0,0,YES soot pollution,no,no,-1,0,0,1,-19,91,-26,40,24,5,0.260288,no,1,3.943904883,472,Unknown,Not recommended ,Consider 
Scene 1954,MEDIUM,87,1,0.777125776,0,1,0,1,yes,Large,Large,Short,Short,0,1,0,-1,YES soot pollution,yes,no,0,1,0,1,-37,66,-40,99,29,18,0.777125776,no,1,3.021640263,72,Unknown,Not recommended ,Consider 
Scene 1955,MEDIUM,43,0,0.151450574,1,0,0,0,no,Large,Large,Short,Short,0,0,0,0,YES soot pollution,no,yes,-1,0,0,0,-45,83,-50,28,38,10,0.151450574,yes,0,2.082733905,210,OK ,Not recommended ,OK 
Scene 1956,SMALL,68,0,1.853814363,0,0,0,0,yes,Large,Large,Short,Short,0,0,0,0,NO soot pollution,no,yes,0,0,0,0,-34,54,-21,33,42,16,1.853814363,yes,0,4.142629551,79,Go to next season ,OK ,OK 
Scene 1957,SMALL,61,0,0.14597407,0,0,-1,1,yes,Large,Large,Short,Short,0,0,0,1,YES soot pollution,no,yes,0,0,-1,1,-13,57,-49,93,22,12,0.14597407,yes,0,2.626569095,182,Unknown,OK ,OK 
Scene 1958,LARGE,13,1,1.088743567,1,-1,1,-1,no,Large,Large,Short,Short,-1,0,0,-1,NO soot pollution,no,yes,1,0,1,-1,-13,91,0,15,7,15,1.088743567,yes,1,1.118110743,135,OK ,Not recommended ,OK 
Scene 1959,MEDIUM,18,0,0.515535533,0,0,0,0,yes,Large,Large,Short,Short,0,0,1,0,YES soot pollution,yes,yes,0,0,1,0,-1,82,-19,52,6,10,0.515535533,yes,0,2.023489903,391,OK ,OK ,OK 
